all_mean	week_mean
4.114713216957606	4.071428571428571
3.5725490196078433	3.7580645161290325
3.0673400673400675	3.0223880597014925
3.948529411764706	4.212121212121212
2.96	2.935233160621762
3.5833333333333335	3.5
4.199430199430199	4.146788990825688
3.068561872909699	2.6202531645569622
3.712962962962963	4.0
3.4285714285714284	4.111111111111111
4.347107438016529	4.375
3.364705882352941	3.3076923076923075
4.046511627906977	3.8333333333333335
4.005714285714285	4.222222222222222
4.172413793103448	3.4347826086956523
4.016949152542373	3.6
3.1025641025641026	3.3
4.3125	4.2105263157894735
3.511111111111111	3.5
2.7581395348837208	2.8716216216216215
3.2149532710280373	3.4285714285714284
3.128787878787879	2.7027027027027026
3.347826086956522	3.6333333333333333
3.5428571428571427	3.7142857142857144
3.619047619047619	3.3076923076923075
3.401315789473684	3.232727272727273
4.173913043478261	4.363636363636363
3.8448275862068964	3.608695652173913
3.3966101694915256	3.0
3.074074074074074	3.0
3.8181818181818183	4.5
3.9408783783783785	4.061538461538461
4.021551724137931	4.149122807017544
3.653927813163482	3.763157894736842
3.5	3.6666666666666665
2.1828793774319064	2.1964285714285716
3.6878048780487807	4.666666666666667
3.5670289855072466	2.8484848484848486
3.9679144385026737	3.873873873873874
4.083333333333333	3.6666666666666665
4.083932853717027	3.980952380952381
3.3333333333333335	3.36
3.0914285714285716	3.1894484412470026
3.677685950413223	3.82
3.889294403892944	4.049056603773585
3.7493403693931397	3.75
3.954022988505747	3.973684210526316
3.652173913043478	3.5428571428571427
3.8545454545454545	3.2857142857142856
4.215686274509804	4.0
4.22680412371134	4.857142857142857
4.086363636363636	3.68
3.4036144578313254	3.393939393939394
4.140845070422535	4.578947368421052
3.2051282051282053	3.0
4.0359712230215825	4.097560975609756
3.2460567823343847	3.3333333333333335
4.163461538461538	3.8333333333333335
2.8692893401015227	3.0454545454545454
3.861244019138756	3.857142857142857
3.937823834196891	4.0
3.385996409335727	3.38
4.040650406504065	4.0
3.696245733788396	3.7341772151898733
3.263522884882108	3.2920353982300883
4.45	4.3478260869565215
3.3350923482849604	3.3106508875739644
2.7264397905759163	2.7494199535962878
3.7654109589041096	3.962962962962963
4.2835820895522385	4.277777777777778
3.665745856353591	3.698492462311558
4.047138047138047	3.972413793103448
3.25	3.2884615384615383
3.7572815533980584	3.814814814814815
3.4463007159904535	3.3259911894273126
3.3404255319148937	3.3095238095238093
3.78125	3.0
4.111111111111111	4.022471910112359
3.676470588235294	4.25
3.8035714285714284	3.8
3.795918367346939	3.696969696969697
3.280314960629921	3.3333333333333335
4.401260504201681	3.8333333333333335
3.297872340425532	3.5714285714285716
3.735725938009788	4.043478260869565
3.528239202657807	3.5714285714285716
3.902173913043478	3.625
4.511961722488039	4.5
3.66497461928934	4.243243243243243
3.218045112781955	3.7777777777777777
3.7130801687763713	3.3535353535353534
3.536723163841808	3.5945945945945947
3.869565217391304	3.870967741935484
3.34	3.75
4.294117647058823	4.222222222222222
3.9363057324840764	3.75
3.3551724137931034	3.2652582159624415
3.7569444444444446	1.6111111111111112
3.0077922077922077	2.6470588235294117
3.652173913043478	3.6842105263157894
4.03030303030303	3.4545454545454546
3.9393939393939394	3.976470588235294
4.127659574468085	4.178082191780822
4.226744186046512	4.338582677165355
3.6801075268817205	3.601123595505618
4.254237288135593	4.2298850574712645
3.5813953488372094	3.6
4.3107344632768365	4.39
3.705	3.70404984423676
4.008264462809917	3.914285714285714
4.4772727272727275	4.605263157894737
3.8031496062992125	3.7975206611570247
3.103896103896104	3.3333333333333335
3.7231638418079096	3.57
3.8700564971751414	3.933333333333333
3.0935672514619883	2.87
4.2592592592592595	4.333333333333333
3.6776776776776776	3.3125
4.174757281553398	4.141025641025641
3.8240887480190175	3.854961832061069
3.8857142857142857	2.1
3.802992518703242	3.757575757575758
3.551851851851852	3.378205128205128
3.6153846153846154	3.3333333333333335
3.4271186440677965	3.6088709677419355
4.0	4.222222222222222
4.1635071090047395	4.06
4.198979591836735	3.8846153846153846
3.551051051051051	3.5235732009925558
3.6987951807228914	3.7701149425287355
3.5668202764976957	3.423076923076923
3.38255033557047	3.5306122448979593
2.64	4.333333333333333
2.634433962264151	2.5
3.3246187363834423	3.3333333333333335
4.321428571428571	4.28
2.8291015625	3.0
3.7752293577981653	3.9661016949152543
4.0	4.041666666666667
2.935441370223979	3.191780821917808
3.2142857142857144	3.0
3.58974358974359	3.8666666666666667
3.966463414634146	4.173913043478261
3.442953020134228	3.52
2.9717391304347824	3.3333333333333335
4.184615384615385	4.666666666666667
3.7226027397260273	3.6666666666666665
4.090909090909091	4.5
3.988372093023256	3.871794871794872
3.91699604743083	3.8333333333333335
3.4126984126984126	3.2505219206680587
3.490566037735849	3.2666666666666666
4.050724637681159	3.9411764705882355
3.5154394299287413	3.474934036939314
3.635514018691589	3.8545454545454545
3.8430232558139537	3.9285714285714284
2.9354485776805253	2.7491803278688525
4.01010101010101	4.068965517241379
2.8405797101449277	2.838418862690707
3.969298245614035	3.5675675675675675
4.442857142857143	4.366666666666666
3.5566502463054186	3.5502958579881656
3.3008130081300813	3.316901408450704
3.9014084507042255	4.310344827586207
3.8685714285714288	3.9482758620689653
3.2888888888888888	3.238095238095238
3.6962025316455698	3.707792207792208
3.6816901408450704	3.7788461538461537
3.0510204081632653	3.051948051948052
2.9859437751004014	2.985611510791367
3.4896907216494846	3.403755868544601
3.5113636363636362	3.76
3.7327586206896552	3.7244094488188977
4.296296296296297	4.324324324324325
3.7408123791102517	3.7421875
3.9295392953929538	4.101522842639594
4.6878306878306875	4.646017699115045
4.271341463414634	4.063157894736842
3.1493624772313296	3.23728813559322
3.3963133640552994	3.4123222748815167
3.25990099009901	3.4131944444444446
3.7625	3.6451612903225805
4.04054054054054	4.1875
3.2222222222222223	2.9125
3.3303964757709252	3.176470588235294
3.5417867435158503	3.624390243902439
4.017045454545454	4.036363636363636
3.8493150684931505	3.9130434782608696
3.549019607843137	3.4339622641509435
4.153846153846154	4.142857142857143
3.935810810810811	3.736842105263158
3.933333333333333	4.125
4.118518518518519	4.125
3.6525198938992043	3.1333333333333333
4.136363636363637	4.204081632653061
4.141304347826087	3.3333333333333335
2.4750996015936253	2.3825
3.7262830482115086	3.619158878504673
3.0107758620689653	1.7833333333333334
3.9886363636363638	3.962962962962963
3.1953125	3.178343949044586
3.483679525222552	3.466666666666667
4.317647058823529	4.1
3.9166666666666665	3.9375
3.4663573085846866	3.3883248730964466
3.795518207282913	4.380952380952381
2.888888888888889	2.9642857142857144
4.18	3.911764705882353
3.7336683417085426	3.566666666666667
4.146551724137931	4.238095238095238
3.4479166666666665	3.3333333333333335
3.8621794871794872	3.3333333333333335
3.3375850340136055	3.2283737024221453
4.0588235294117645	4.155555555555556
3.324324324324324	2.9696969696969697
3.9749216300940438	4.074074074074074
3.764625850340136	3.8
3.222413793103448	3.056338028169014
3.386904761904762	3.6666666666666665
3.74468085106383	3.3333333333333335
3.9065934065934065	4.0
3.3090128755364807	2.5789473684210527
3.3726235741444865	3.8333333333333335
2.5906298003072195	2.5957943925233646
3.441048034934498	3.391304347826087
3.574468085106383	3.515151515151515
2.815910585141354	2.7766990291262137
3.357142857142857	2.3333333333333335
4.296116504854369	4.2
3.3870967741935485	3.3076923076923075
3.325115562403698	3.3168316831683167
3.71875	3.5
3.656862745098039	4.111111111111111
3.5757575757575757	3.557377049180328
3.5365384615384614	2.8222222222222224
3.707152496626181	3.5739299610894943
2.394822006472492	3.4
3.863979848866499	4.2
4.046712802768166	3.8634538152610443
4.035714285714286	3.5
3.7768924302788847	3.533333333333333
4.247422680412371	4.666666666666667
3.6396103896103895	3.5
3.56993006993007	3.1379310344827585
4.02542372881356	3.6578947368421053
3.36734693877551	3.4047619047619047
3.7487179487179487	3.6666666666666665
3.586497890295359	3.4285714285714284
3.183673469387755	2.6029411764705883
3.3415977961432506	3.238095238095238
4.257425742574258	3.4444444444444446
3.4220907297830374	3.5
3.9064685314685317	4.076190476190476
3.9468085106382977	3.3333333333333335
3.774410774410774	3.6
4.266666666666667	4.2631578947368425
3.3205317577548006	3.016949152542373
4.1475054229934925	4.098712446351931
4.505376344086022	4.291666666666667
3.6620775969962454	3.7366946778711485
3.507042253521127	3.6923076923076925
2.1627329192546583	1.7736625514403292
4.415770609318996	4.434210526315789
3.778481012658228	3.819277108433735
3.7985611510791366	3.5
3.5759493670886076	3.3157894736842106
3.404970760233918	3.3858267716535435
4.169811320754717	4.333333333333333
3.4474885844748857	3.4295774647887325
3.782178217821782	3.8727272727272726
3.316205533596838	3.55
4.138888888888889	4.315789473684211
3.329683698296837	2.8907563025210083
3.951219512195122	4.25
3.838187702265372	3.8225806451612905
3.826923076923077	3.511627906976744
3.8324324324324324	3.972972972972973
3.5454545454545454	3.6470588235294117
3.758974358974359	3.9545454545454546
3.647814910025707	3.6016260162601625
3.2383838383838386	2.6986301369863015
2.8061142397425582	3.0
3.8974700399467377	3.9411764705882355
3.2295081967213113	3.210526315789474
2.443762781186094	1.8395061728395061
3.2490118577075098	2.9767441860465116
3.8275862068965516	3.0
3.9384615384615387	4.25
3.9043478260869566	4.25
3.399267399267399	3.2777777777777777
3.738993710691824	3.7152317880794703
3.8095238095238093	3.62
3.7351778656126484	3.404255319148936
4.423076923076923	4.55
3.754385964912281	3.6875
3.9397590361445785	4.0476190476190474
3.208695652173913	3.9696969696969697
3.4939024390243905	3.5288461538461537
4.0062111801242235	4.012658227848101
3.4496732026143793	3.4195804195804196
3.3253796095444685	3.41025641025641
3.332129963898917	3.0344827586206895
3.727891156462585	3.7153284671532845
3.5565217391304347	3.347826086956522
3.3018181818181818	3.4347826086956523
3.3122406639004147	3.2222222222222223
3.573741007194245	3.2459016393442623
3.005714285714286	3.4545454545454546
3.745011086474501	3.876543209876543
3.780580075662043	3.985294117647059
4.205128205128205	4.0
3.658802177858439	3.4585365853658536
4.061302681992337	4.25
3.2301587301587302	3.2268041237113403
3.8620689655172415	3.857142857142857
3.208849557522124	3.172
3.9310344827586206	3.7986577181208054
4.313218390804598	4.392156862745098
3.5543478260869565	3.7357859531772575
3.6582278481012658	3.2413793103448274
3.512720156555773	3.1865671641791047
3.8160377358490565	3.2777777777777777
3.671232876712329	3.8846153846153846
4.10062893081761	4.042735042735043
3.086206896551724	2.9069767441860463
3.5280095351609058	3.720754716981132
3.410322580645161	3.0350877192982457
3.769230769230769	4.2
3.4906621392190154	3.3164556962025316
3.834101382488479	3.827319587628866
3.5706521739130435	4.4523809523809526
3.2748815165876777	3.4516129032258065
3.54029304029304	3.3823529411764706
3.295302013422819	3.303448275862069
2.9626623376623376	2.8424657534246576
2.4282560706401766	2.75
3.5970149253731343	3.6315789473684212
3.7765042979942693	3.0875912408759123
4.092307692307692	3.85
4.129032258064516	4.004016064257028
2.6984126984126986	2.7583333333333333
3.9591836734693877	4.0
3.310580204778157	3.1675977653631286
3.5808383233532934	3.9545454545454546
4.093525179856115	4.25
3.48989898989899	2.9743589743589745
3.6153846153846154	3.725
3.6506024096385543	2.5
3.931558935361217	4.230769230769231
3.780269058295964	3.2
3.867043847241867	3.989847715736041
3.269230769230769	3.243006993006993
4.14975845410628	4.261682242990654
3.710806697108067	3.769230769230769
2.487856388595565	2.4915254237288136
3.8969072164948453	3.7183098591549295
3.3860232945091515	3.3155080213903743
3.456876456876457	3.507936507936508
3.6459016393442623	3.391304347826087
3.839622641509434	3.827272727272727
3.1666666666666665	2.9285714285714284
3.0545454545454547	2.7204301075268815
3.6205882352941177	3.541899441340782
3.858974358974359	4.0
3.49003984063745	3.347826086956522
3.933774834437086	4.071428571428571
3.2746478873239435	3.12
2.6679174484052535	2.375
3.816247582205029	3.4805194805194803
3.7644787644787643	4.4
3.4675324675324677	2.9661016949152543
3.1142857142857143	3.0
3.4825396825396826	3.4214285714285713
3.425806451612903	3.6511627906976742
4.142857142857143	3.6363636363636362
3.5230524642289347	3.6568047337278107
3.895348837209302	4.0
3.8707865168539324	3.6914893617021276
3.8160919540229883	3.760869565217391
3.7857142857142856	3.72
3.5918367346938775	3.5
4.1017964071856285	4.305555555555555
4.344262295081967	4.327272727272727
3.9	3.918918918918919
2.4583901773533423	2.5431309904153356
3.838056680161943	3.859259259259259
2.8052373158756136	3.0517241379310347
3.1273532668881505	3.1244239631336406
3.990990990990991	3.926605504587156
3.941834451901566	4.153024911032029
3.5588235294117645	3.533333333333333
3.5307855626326963	3.543909348441926
3.8523489932885906	3.5588235294117645
3.829896907216495	3.8125
3.923076923076923	4.184931506849315
3.541284403669725	3.574626865671642
3.1629955947136565	3.154320987654321
3.984536082474227	4.276315789473684
3.56	3.5813953488372094
3.5485611510791366	3.6443661971830985
3.1358490566037736	3.135135135135135
3.588235294117647	3.550632911392405
3.896153846153846	3.765625
4.09765625	4.204545454545454
3.8615384615384616	3.933333333333333
3.549407114624506	3.4285714285714284
3.1187739463601534	3.396039603960396
2.945578231292517	2.948912015137181
4.413461538461538	4.413333333333333
3.407563025210084	3.4936708860759493
3.696124031007752	3.68640350877193
3.4819277108433737	3.3793103448275863
3.2309941520467835	3.2251552795031055
3.735294117647059	3.8026315789473686
3.46875	3.586206896551724
4.338028169014085	4.326923076923077
3.9483870967741934	4.175438596491228
3.7473684210526317	3.8507462686567164
3.7729257641921397	4.4
3.5665294924554183	3.748015873015873
4.056338028169014	4.166666666666667
3.293103448275862	3.5454545454545454
3.865168539325843	4.0
3.2224371373307545	3.3036144578313253
2.2455555555555557	2.6901408450704225
2.897196261682243	2.8938172043010755
3.6733333333333333	3.6814159292035398
3.5550978372811533	3.5487603305785123
4.505747126436781	4.2727272727272725
3.539325842696629	3.3636363636363638
3.451219512195122	3.566666666666667
3.6201923076923075	3.482142857142857
3.873362445414847	4.079136690647482
3.2083333333333335	3.5
3.2717086834733893	3.47244094488189
3.370716510903427	3.390334572490706
3.125	3.0654205607476634
3.6176470588235294	4.090909090909091
3.8526912181303117	3.928802588996764
3.9395604395604398	3.9273743016759775
4.093333333333334	4.094594594594595
3.9424657534246577	4.103448275862069
3.059866962305987	3.053932584269663
4.217877094972067	4.551724137931035
4.287356321839081	4.315151515151515
3.33224043715847	3.2519788918205803
4.276450511945392	3.8333333333333335
3.05679012345679	3.0241286863270775
3.4147286821705425	3.22279792746114
3.509433962264151	3.529182879377432
3.689655172413793	4.0
3.641025641025641	3.7777777777777777
3.506849315068493	3.406015037593985
3.338345864661654	3.574468085106383
4.050314465408805	4.024193548387097
4.092436974789916	4.26530612244898
3.6536144578313254	3.704
3.6744186046511627	3.93859649122807
3.922178988326848	4.01063829787234
3.6685714285714286	3.7552447552447554
3.446927374301676	3.398671096345515
3.4466019417475726	3.4404761904761907
4.112462006079028	4.24537037037037
3.921259842519685	3.9456521739130435
4.105263157894737	4.05
4.026595744680851	3.909090909090909
4.409090909090909	4.470588235294118
4.1688311688311686	4.217391304347826
3.722794959908362	3.633093525179856
4.386206896551724	4.568965517241379
3.9084967320261437	4.068965517241379
3.6728624535315983	3.763779527559055
3.7096774193548385	3.4473684210526314
4.360902255639098	4.076923076923077
3.8181818181818183	3.88
3.6271186440677967	3.5652173913043477
3.5945945945945947	3.9473684210526314
3.7346938775510203	3.5
4.092105263157895	4.233333333333333
4.352112676056338	4.444444444444445
3.3684210526315788	3.2857142857142856
3.3817733990147785	3.6666666666666665
3.864406779661017	3.566666666666667
4.059210526315789	4.0
3.8805970149253732	3.6
3.496932515337423	3.408906882591093
4.1594827586206895	4.222222222222222
3.6666666666666665	3.5714285714285716
3.702127659574468	4.25
3.327651515151515	3.25
3.292517006802721	4.0
3.936	3.6153846153846154
3.575	3.6
3.342857142857143	3.350515463917526
3.869358669833729	2.0
3.534181240063593	3.119047619047619
3.7403846153846154	3.5
3.5354330708661417	3.5172413793103448
3.6	2.888888888888889
3.5505226480836236	3.4722222222222223
3.397984886649874	3.3442622950819674
3.9058823529411764	4.5
3.558139534883721	3.369565217391304
3.9441210710128054	3.757575757575758
4.534883720930233	4.416666666666667
4.206896551724138	3.7
4.419354838709677	4.538461538461538
4.104166666666667	4.375
3.2419354838709675	3.6666666666666665
3.6933497536945814	3.7093791281373845
3.689986282578875	3.8519269776876266
4.098039215686274	4.0
4.143884892086331	4.252631578947368
3.6486486486486487	3.5172413793103448
3.3636363636363638	3.2760416666666665
4.606060606060606	4.125
4.052109181141439	3.9096774193548387
4.341389728096677	4.355029585798817
3.7	4.0
3.2016806722689077	3.264516129032258
3.6334841628959276	3.6838235294117645
4.536764705882353	4.5
3.106382978723404	3.2222222222222223
4.306930693069307	3.5833333333333335
2.984126984126984	3.5846153846153848
4.147058823529412	4.545454545454546
3.7936507936507935	3.764705882352941
3.103646833013436	2.7339449541284404
4.09748427672956	3.5625
3.915492957746479	3.0
3.94392523364486	4.0
3.6858974358974357	3.72972972972973
