user_id_new	item_id_new
128	0
42	0
404	0
34	1
49	2
46	2
45	2
215	2
168	2
109	2
67	2
169	2
112	2
168	3
49	3
4	3
46	3
215	3
45	3
109	3
67	3
169	3
46	4
49	4
110	4
169	4
50	4
173	4
108	5
37	5
33	5
79	5
153	5
221	5
34	5
65	5
1	8237
82	8238
711	8238
756	8238
769	6
364	6
656	6
1517	6
896	6
42	6
1670	6
575	6
1122	6
597	6
3031	6
478	6
194	6
557	6
694	6
249	7
2706	7
380	7
1347	7
490	7
2323	7
583	7
373	7
741	7
523	8239
37	8
108	8
96	8
9	8
33	8
55	8
115	8
149	8
196	8
151	8
221	8
86	8
223	8
34	8
108	9
24	9
52	9
62	9
250	9
37	9
53	9
79	9
132	9
54	9
72	9
96	9
115	9
80	9
94	9
73	9
57	9
147	9
9	9
59	9
221	9
109	9
95	9
152	9
196	9
149	9
523	9
40	9
86	9
136	9
27	9
92	9
223	9
26	9
65	9
64	9
62	10
79	10
9	10
33	10
72	10
54	10
407	10
86	10
65	10
34	10
116	10
153	10
137	10
9	11
62	11
33	11
72	11
93	11
43	11
493	12
620	12
224	12
51	13
69	13
214	13
49	13
5	13
192	13
50	13
173	13
44	13
190	13
168	13
233	13
51	14
215	14
422	14
67	14
169	14
173	14
4	15
49	15
215	15
190	15
109	15
50	15
107	16
28	16
99	16
79	16
108	16
37	16
114	16
250	16
100	16
30	16
78	16
9	16
83	16
32	16
72	16
102	16
134	16
11	16
132	16
73	16
133	16
143	16
96	16
88	16
33	16
86	16
221	16
89	16
196	16
98	16
150	16
95	16
40	16
91	16
43	16
25	16
136	16
64	16
65	16
34	16
66	16
92	16
223	16
24	17
29	17
79	17
99	17
107	17
250	17
39	17
108	17
187	17
37	17
114	17
53	17
52	17
55	17
78	17
72	17
87	17
93	17
102	17
80	17
134	17
132	17
133	17
143	17
9	17
83	17
33	17
147	17
10	17
73	17
101	17
58	17
221	17
95	17
89	17
40	17
149	17
196	17
150	17
152	17
61	17
98	17
153	17
43	17
136	17
91	17
86	17
27	17
34	17
223	17
92	17
69	18
46	18
129	18
110	18
45	18
215	18
5	18
119	18
234	18
192	18
49	18
106	18
7	18
282	18
130	18
173	18
112	18
50	18
127	18
169	18
109	18
190	18
168	18
233	18
47	18
0	8240
341	8240
2	19
215	20
45	20
49	20
50	20
126	20
173	20
144	21
62	21
28	21
52	21
78	21
132	21
97	21
99	21
30	21
100	21
250	21
9	21
134	21
102	21
93	21
54	21
87	21
115	21
225	21
80	21
32	21
82	21
148	21
83	21
147	21
128	21
33	21
53	21
221	21
135	21
226	21
59	21
90	21
40	21
1763	21
89	21
109	21
86	21
84	21
153	21
25	21
137	21
91	21
92	21
223	21
34	21
26	21
24	22
107	22
52	22
1110	22
70	22
62	22
250	22
113	22
30	22
37	22
108	22
132	22
128	22
9	22
102	22
93	22
54	22
1763	22
109	22
221	22
58	22
98	22
732	22
89	22
153	22
25	22
137	22
27	22
91	22
92	22
223	22
532	22
34	22
31	23
99	23
62	23
107	23
52	23
1110	23
79	23
3781	23
30	23
108	23
1763	23
745	23
37	23
250	23
132	23
145	23
133	23
54	23
93	23
102	23
143	23
9	23
33	23
221	23
59	23
407	23
109	23
86	23
465	23
796	23
60	23
64	23
196	23
35	23
149	23
151	23
98	23
137	23
128	23
25	23
153	23
65	23
84	23
223	23
532	23
34	23
26	23
671	24
349	24
1775	24
1535	24
541	24
466	24
56	25
39	25
152	25
251	25
9	26
58	26
132	26
65	26
86	26
148	26
56	26
55	26
134	26
82	26
81	26
77	26
133	26
223	26
62	26
27	26
30	26
79	26
153	26
196	26
10	26
80	26
64	26
146	26
108	26
33	26
221	26
109	26
43	26
92	26
91	26
59	26
149	26
229	26
61	26
28	26
107	26
52	26
78	26
143	26
250	26
136	26
218	26
187	26
114	26
132	27
80	27
94	27
148	27
30	27
151	27
29	27
250	27
196	27
86	27
64	27
223	27
137	27
153	27
101	27
2903	8241
11	8241
61	8241
151	8241
1380	28
215	30
45	30
119	30
49	30
48	30
7	30
282	30
129	30
168	30
173	30
9	31
31	31
250	31
99	31
146	31
102	31
134	31
93	31
82	31
128	31
75	31
221	31
60	31
151	31
35	31
153	31
25	31
137	31
92	31
34	31
65	31
2503	31
780	8242
215	32
49	32
6	32
106	32
45	32
8	32
169	32
127	32
173	32
215	33
106	33
49	33
8	33
6	33
169	33
127	33
47	33
173	33
28	34
9	34
133	34
62	34
99	34
72	34
102	34
153	34
221	34
64	34
34	34
223	34
92	34
43	34
250	35
144	35
70	35
108	35
78	35
82	35
2101	35
102	35
83	35
128	35
654	35
9	35
96	35
97	35
132	35
33	35
109	35
221	35
226	35
60	35
90	35
152	35
153	35
25	35
137	35
563	35
64	35
27	35
529	36
719	36
29	36
2232	36
130	36
78	36
54	36
87	36
82	36
57	36
341	36
226	36
40	36
671	36
105	37
45	37
192	37
49	37
7	37
168	37
19	38
159	38
162	38
417	38
384	38
655	38
1044	39
300	39
1373	39
1626	39
469	39
237	39
365	39
3224	39
350	39
51	40
129	40
215	40
105	40
7	40
119	40
106	40
234	40
130	40
192	40
8	40
190	40
67	40
169	40
112	40
173	40
50	40
51	41
105	41
192	41
106	41
7	41
45	41
127	41
67	41
173	41
5	42
128	42
45	42
192	42
4	42
7	42
173	42
523	42
127	42
168	42
51	43
45	43
47	43
214	43
7	43
48	43
215	43
190	43
127	43
912	43
50	43
105	44
110	44
49	44
7	44
282	44
112	44
250	45
108	45
101	45
531	45
33	45
436	45
684	45
128	45
764	8243
682	8243
562	8243
2563	8243
131	8243
398	8243
1764	8243
544	8243
600	8243
620	8244
2004	46
145	46
52	46
144	46
99	46
29	46
250	46
114	46
96	46
9	46
102	46
148	46
33	46
146	46
109	46
221	46
95	46
152	46
150	46
149	46
64	46
137	46
153	46
3228	46
34	46
222	46
27	46
1065	8245
9	47
79	47
37	47
108	47
73	47
55	47
40	47
65	47
34	47
153	47
154	48
2034	48
156	48
157	48
158	48
155	48
31	49
133	49
114	49
250	49
29	49
79	49
99	49
96	49
81	49
134	49
9	49
11	49
33	49
56	49
10	49
82	49
407	49
221	49
109	49
251	49
95	49
229	49
90	49
86	49
64	49
65	49
34	49
223	49
92	49
136	49
25	49
91	49
2034	50
154	50
156	50
142	50
158	50
155	50
157	50
2034	51
140	51
138	51
141	51
2034	52
140	52
138	52
141	52
551	53
1767	53
302	53
342	53
1128	53
990	53
2340	53
640	53
605	53
2391	53
324	53
540	53
2053	53
1766	53
655	53
344	53
2016	53
374	53
1377	53
477	53
1623	53
314	53
517	53
828	53
42	53
387	53
521	53
370	53
282	54
49	54
4	54
5	54
214	54
8	54
112	54
190	54
67	54
50	54
110	55
45	55
215	55
282	55
48	55
111	55
6	55
46	55
5	55
105	55
226	55
436	55
173	55
195	55
684	55
190	55
2506	8246
553	8247
3617	8248
48	56
282	56
215	56
119	56
214	56
2734	56
190	56
67	56
61	57
3886	8249
233	58
215	58
784	58
192	58
49	58
2903	58
50	58
109	58
1663	59
589	59
406	59
502	59
1984	59
387	59
181	59
385	59
487	60
600	60
2092	60
3797	60
401	60
1044	61
1295	61
2397	61
165	61
486	61
426	61
642	61
655	61
772	61
282	63
119	63
49	63
105	63
51	63
46	63
129	63
45	63
7	63
8	63
168	63
47	63
109	63
523	63
1072	64
7	65
4	65
49	65
282	65
50	65
169	65
8	65
1003	8250
129	66
282	66
215	66
45	66
48	66
105	66
57	66
49	66
7	66
6	66
8	66
169	66
109	66
190	66
124	67
215	67
214	67
8	67
69	67
105	67
4	67
192	67
49	67
7	67
173	67
50	67
169	67
47	67
3458	8251
129	69
125	69
119	69
7	69
48	69
194	69
168	69
466	69
407	69
67	69
173	69
216	69
105	70
33	70
51	70
8	70
190	70
357	70
466	70
627	70
50	70
40	70
49	71
192	71
214	71
51	71
220	71
70	71
50	71
118	71
173	71
48	72
96	72
8	72
45	72
187	72
282	72
215	72
46	72
9	72
49	72
106	72
102	72
119	72
592	72
7	72
11	72
105	72
192	72
169	72
67	72
221	72
109	72
2001	72
173	72
112	72
47	72
190	72
64	72
34	72
124	73
1110	73
129	73
46	73
45	73
215	73
108	73
8	73
48	73
250	73
51	73
282	73
30	73
171	73
87	73
592	73
7	73
11	73
115	73
49	73
214	73
128	73
10	73
192	73
94	73
80	73
221	73
109	73
190	73
64	73
34	73
67	73
223	73
40	73
173	73
112	73
169	73
90	73
92	73
168	73
137	73
47	73
367	74
502	74
363	74
1638	74
1883	74
1981	74
1782	74
353	74
478	74
1764	74
388	75
383	75
116	75
517	75
582	75
179	75
737	75
163	75
677	75
676	75
210	75
369	75
495	75
240	75
468	75
1135	75
700	75
462	75
1593	75
995	76
828	76
210	76
312	76
1109	76
764	76
631	76
426	76
436	76
576	76
1764	76
184	76
2709	77
383	77
1374	77
1197	77
244	77
324	77
1510	77
453	77
1008	77
582	77
323	77
495	77
473	77
897	77
642	77
1128	77
1593	77
576	77
1172	77
1032	77
1640	77
282	78
8	78
119	78
6	78
51	78
215	78
553	78
190	78
47	78
195	78
111	79
48	79
69	79
105	79
5	79
192	79
6	79
173	79
194	79
45	80
111	80
442	80
137	80
65	80
95	80
194	80
1454	81
282	81
69	81
192	81
49	81
119	81
7	81
118	81
34	81
137	81
194	81
620	83
187	83
968	8252
24	84
250	84
29	84
144	84
116	84
3307	84
1763	84
108	84
442	84
82	84
32	84
115	84
93	84
102	84
134	84
70	84
31	84
577	84
133	84
96	84
9	84
33	84
226	84
117	84
86	84
237	84
153	84
40	84
152	84
27	84
91	84
137	84
42	84
128	84
238	84
25	84
443	84
36	84
64	84
532	84
563	84
34	84
92	84
377	84
2007	8253
527	8253
187	85
531	85
921	85
235	85
44	85
284	85
24	86
921	86
70	86
82	86
9	86
33	86
223	86
95	86
442	86
40	86
35	86
151	86
86	86
377	86
137	86
42	86
25	86
2503	86
684	86
1615	86
36	86
858	87
2195	88
707	88
93	88
11	88
151	88
152	88
442	91
128	91
377	91
7	92
119	92
49	92
112	92
173	92
1823	8254
535	8254
1799	8255
82	8256
1750	8256
128	93
105	93
282	93
7	93
42	93
50	93
173	93
7	94
119	94
57	94
215	94
282	94
187	94
51	94
171	94
168	94
109	94
190	94
47	94
1778	95
118	95
828	95
128	95
357	95
226	95
466	95
544	95
2232	96
226	96
828	96
357	96
466	96
128	96
690	97
131	97
219	97
787	97
341	97
75	97
2101	98
219	98
690	98
235	98
75	98
341	98
690	99
131	99
219	99
341	99
75	99
690	100
219	100
131	100
1891	100
341	100
75	100
57	101
523	101
29	102
79	102
24	102
108	102
1110	102
3307	102
225	102
102	102
11	102
82	102
9	102
921	102
133	102
33	102
128	102
10	102
442	102
109	102
153	102
40	102
152	102
86	102
91	102
27	102
137	102
34	102
92	102
377	102
3664	103
199	103
342	103
200	103
632	103
700	103
74	103
1015	104
302	104
860	104
420	104
74	104
334	104
367	105
220	105
1761	105
453	105
576	105
353	105
573	105
1183	105
1398	105
70	106
128	106
828	106
357	106
226	106
544	106
79	107
99	107
24	107
107	107
108	107
100	107
223	107
102	107
88	107
132	107
133	107
97	107
9	107
146	107
33	107
10	107
98	107
227	107
221	107
89	107
95	107
149	107
229	107
151	107
61	107
38	107
64	107
34	107
92	107
91	107
215	108
49	108
6	108
106	108
7	108
173	108
127	108
169	108
8	108
614	108
224	108
298	8257
199	8257
2740	8257
1438	8257
108	8257
83	8257
981	8257
1056	8258
3080	8259
130	110
2101	110
192	110
214	110
577	110
845	110
126	110
127	110
442	110
448	111
1638	111
977	111
312	111
1538	111
2396	111
179	111
688	111
550	111
349	111
2706	111
2340	111
538	111
1767	111
1298	111
2323	111
324	111
548	111
588	111
332	111
1623	111
1666	111
2053	111
880	111
186	111
466	111
167	111
1158	111
1515	111
1172	111
1186	111
1764	111
1290	111
497	111
279	8260
45	114
111	114
48	114
3604	114
119	114
192	114
105	114
190	114
67	114
169	114
127	114
195	114
193	114
291	115
602	116
1671	116
1222	8261
1469	8261
784	117
1865	8262
928	8262
1895	8262
3716	118
2579	118
808	118
5	119
215	119
49	119
7	119
169	119
422	119
282	120
48	120
8	120
592	120
73	120
46	120
69	120
105	120
10	120
5	120
192	120
119	120
67	120
64	120
173	120
34	120
168	120
47	120
11	121
86	121
153	121
137	121
1185	8263
128	122
1068	122
1136	8264
1399	8265
2218	8265
1575	8265
620	124
2742	125
300	125
235	125
179	125
774	125
701	125
1012	125
3204	125
604	125
592	125
654	125
2719	125
1044	125
148	125
82	125
360	125
767	125
2449	125
897	125
2117	125
353	125
397	125
2237	125
425	125
1906	125
647	125
636	125
790	125
1289	125
966	125
880	125
424	125
366	125
2738	125
442	125
333	125
525	125
1900	125
180	125
267	125
1098	127
1061	127
1706	127
362	127
1060	127
2016	127
1721	127
133	128
29	128
84	128
72	128
93	128
102	128
11	128
2390	128
9	128
33	128
63	128
137	128
153	128
64	128
65	128
34	128
3427	8266
1854	8267
1046	8268
1343	130
2709	130
1872	8269
784	8270
388	132
381	132
1287	132
783	132
659	132
1110	132
1013	132
423	132
585	132
1426	132
453	132
798	132
2393	132
490	132
575	132
454	132
1981	132
74	132
226	132
316	132
1000	132
1532	132
277	132
664	132
557	132
116	132
600	132
777	132
292	132
172	132
386	132
688	133
995	133
1526	133
562	133
300	133
836	133
2340	133
2124	133
286	133
1426	133
1578	133
577	133
1110	133
1564	133
503	133
1595	133
1140	133
860	133
2705	133
1139	133
1637	133
1172	133
576	133
2475	133
602	133
556	133
546	134
182	134
18	134
498	134
263	134
502	134
242	134
477	134
241	134
197	134
159	134
1695	134
1592	134
399	134
1000	134
2016	134
570	134
1139	134
1811	134
1773	134
366	134
503	134
1637	134
269	134
351	134
367	134
418	134
16	134
176	135
12	135
396	135
380	135
2323	135
1773	135
477	135
1907	135
1010	135
1290	135
386	135
833	136
317	136
789	136
383	136
2340	136
585	136
197	136
1186	136
266	136
1478	136
2520	136
321	136
325	136
1550	136
612	136
2124	137
300	137
388	137
309	137
1638	137
235	137
71	137
1571	137
70	137
1664	137
577	137
1044	137
654	137
548	137
310	137
600	137
509	137
1660	137
572	137
485	137
384	137
503	137
860	137
1512	137
314	137
1112	137
602	137
1641	137
563	137
181	137
1564	137
1157	138
569	138
2303	138
550	138
175	138
15	138
605	138
676	138
677	138
1525	138
1649	138
339	138
573	138
2016	138
366	138
1374	138
2480	138
334	138
353	138
176	139
13	139
317	139
383	139
550	139
2396	139
677	139
490	139
2340	139
1298	139
2323	139
88	139
325	139
1981	139
1000	139
485	139
740	139
180	139
1158	139
578	139
514	140
49	142
124	142
195	142
614	142
1398	142
173	142
199	143
1901	8271
1865	8271
1384	8271
128	144
3281	8272
145	145
92	145
9	145
33	145
251	145
151	145
707	8273
2732	146
3744	146
578	146
214	147
46	147
8	147
5	147
192	147
47	147
112	147
173	147
129	148
51	148
125	148
105	148
5	148
6	148
119	148
48	148
8	148
173	148
127	148
67	148
195	148
47	148
168	148
2821	8274
1321	8275
1343	150
108	150
1649	150
1420	151
1962	151
1517	151
1427	151
493	151
501	151
3833	151
768	151
548	151
372	151
595	151
390	151
2670	151
467	151
490	151
1032	151
1782	151
3787	151
1611	151
1531	151
1592	151
597	151
2398	151
205	151
1533	151
377	151
1509	152
720	152
1427	152
1287	152
1798	152
276	152
1642	152
471	152
467	152
990	152
595	152
242	152
390	152
116	152
1902	152
1172	152
1811	152
186	152
2582	152
570	152
503	152
306	152
370	152
1637	152
1564	152
561	153
1427	153
1521	153
1287	153
303	153
1798	153
1523	153
467	153
502	153
605	153
1662	153
1664	153
390	153
220	153
537	153
503	153
572	153
1902	153
374	153
2582	153
575	153
655	153
226	153
314	153
576	153
306	153
1112	153
1963	153
386	153
105	154
168	154
192	154
49	154
7	154
195	154
109	154
614	154
127	154
1287	155
302	155
1459	155
493	155
561	155
688	155
1777	155
405	155
1292	155
592	155
539	155
174	155
1426	155
372	155
595	155
1286	155
1044	155
220	155
70	155
1110	155
300	155
1523	155
1637	155
339	155
1140	155
503	155
1530	155
226	155
575	155
570	155
684	155
664	155
116	155
1112	155
292	155
353	155
316	155
563	155
680	155
381	156
382	156
1287	156
302	156
395	156
482	156
1197	156
300	156
241	156
1662	156
508	156
1044	156
1015	156
1664	156
574	156
575	156
594	156
1122	156
503	156
1637	156
494	156
699	156
346	156
166	156
316	156
415	156
1523	156
263	156
269	156
306	156
12	157
176	157
1958	157
574	157
2323	157
798	157
605	157
1015	157
592	157
330	157
1662	157
1651	157
508	157
197	157
880	157
494	157
699	157
1177	157
346	157
1592	157
351	157
1351	157
581	158
481	158
1292	158
1459	158
493	158
118	158
405	158
235	158
300	158
128	158
1589	158
1110	158
113	158
640	158
539	158
241	158
1426	158
1044	158
798	158
1013	158
664	158
1514	158
340	158
339	158
226	158
385	158
570	158
485	158
1881	158
452	158
473	158
116	158
277	158
1637	158
184	158
316	158
177	158
1112	158
1641	158
803	158
600	158
1764	158
1984	158
185	158
493	159
1292	159
235	159
300	159
481	159
561	159
1431	159
388	159
381	159
1287	159
302	159
1459	159
303	159
1589	159
1110	159
131	159
539	159
241	159
585	159
1662	159
1426	159
1044	159
1013	159
537	159
391	159
1523	159
503	159
384	159
575	159
385	159
880	159
570	159
1666	159
485	159
468	159
436	159
181	159
664	159
1112	159
1641	159
128	159
316	159
684	159
1637	159
1092	8276
2004	160
62	160
144	160
79	160
108	160
114	160
250	160
100	160
101	160
78	160
87	160
82	160
32	160
72	160
94	160
33	160
145	160
133	160
143	160
9	160
73	160
56	160
10	160
89	160
38	160
98	160
58	160
135	160
221	160
95	160
40	160
149	160
152	160
63	160
90	160
238	160
136	160
91	160
218	160
86	160
282	161
110	161
7	161
46	161
5	161
4	161
49	161
50	161
127	161
169	161
67	161
131	8277
170	8277
107	164
62	164
30	164
250	164
78	164
52	164
55	164
134	164
102	164
87	164
72	164
38	164
33	164
9	164
133	164
86	164
109	164
59	164
152	164
732	164
196	164
40	164
64	164
153	164
65	164
43	164
137	164
27	164
92	164
34	164
2141	8278
427	8278
1048	8278
2417	8279
3214	8280
2745	165
1853	165
953	166
1692	8281
2034	167
3494	167
3698	167
1136	8282
2191	8282
2279	8283
2697	8283
1384	8284
3781	168
813	168
439	168
2124	168
592	168
2724	168
764	169
1108	169
1759	169
2709	169
666	169
18	169
3833	169
263	169
1648	169
726	169
1578	169
2393	169
1782	169
1177	169
1140	169
655	169
1881	169
966	169
290	169
469	169
205	169
1351	169
3858	169
578	169
353	169
1637	169
2783	170
145	170
75	170
1212	170
2783	171
145	171
1212	171
75	171
46	173
110	173
130	173
3	173
173	173
169	173
44	173
47	173
179	174
1767	174
1296	174
481	174
1527	174
988	174
989	174
512	174
2340	174
670	174
121	174
570	174
1523	174
647	174
1671	174
267	174
556	174
662	174
878	174
172	174
668	174
643	174
599	174
194	174
1061	175
362	175
1252	175
1384	8285
161	176
569	176
965	176
1012	176
3159	176
955	176
201	176
592	176
162	176
539	176
990	176
1671	176
880	176
425	176
1906	176
391	176
1566	176
3740	176
1010	176
988	176
130	177
215	177
45	177
46	177
173	177
169	177
44	177
47	177
493	178
471	178
235	178
3119	178
466	178
172	178
2723	8286
638	179
145	8287
62	181
79	181
144	181
2587	181
108	181
1763	181
250	181
493	181
132	181
225	181
10	181
3885	181
1110	181
11	181
592	181
2101	181
134	181
93	181
1020	181
531	181
133	181
577	181
31	181
70	181
921	181
52	181
33	181
146	181
9	181
96	181
117	181
109	181
221	181
89	181
34	181
36	181
152	181
35	181
58	181
151	181
25	181
116	181
3307	181
377	181
92	181
223	181
137	181
27	181
1872	182
273	182
839	182
226	185
7	186
215	186
282	186
67	186
169	186
50	186
173	186
30	187
11	187
102	187
115	187
94	187
135	187
59	187
221	187
223	187
65	187
2750	8288
561	189
1292	189
481	189
200	189
1762	189
303	189
381	189
342	189
235	189
488	189
1110	189
70	189
1013	189
1044	189
324	189
1426	189
2322	189
539	189
1648	189
423	189
1121	189
386	189
118	189
181	189
572	189
2243	189
402	189
339	189
385	189
680	189
128	189
316	189
1592	189
177	189
3772	189
602	189
185	189
300	190
536	190
1287	190
1373	190
482	190
989	190
789	190
1510	190
1590	190
175	190
2919	190
287	190
131	190
1015	190
1432	190
572	190
495	190
1782	190
1306	190
465	190
419	190
586	190
664	190
116	190
1592	190
204	190
649	190
566	190
777	190
2046	190
461	190
118	191
3039	191
0	191
341	191
1136	192
1996	192
3202	193
718	8289
696	194
612	194
1540	194
1878	194
185	194
589	194
300	194
1013	194
220	194
605	194
417	194
575	194
1140	194
491	194
357	194
426	194
2092	194
1092	8290
70	195
812	195
2124	195
183	195
1635	195
253	196
388	196
562	196
274	196
3664	196
453	196
482	196
1911	196
426	196
305	196
582	196
1180	196
649	8291
493	197
1015	197
608	197
1517	197
589	197
657	197
405	197
390	197
453	197
174	197
539	197
883	197
2392	197
452	197
485	197
573	197
575	197
503	197
1566	197
1430	197
1112	197
505	197
1580	197
181	197
3050	8292
128	8292
712	8292
131	198
436	198
3426	199
2161	200
2260	200
2263	200
1358	8293
3844	8293
501	8293
101	201
37	201
33	201
133	201
72	201
134	201
40	201
61	201
89	201
223	201
92	201
125	202
8	202
119	202
111	202
195	202
127	202
169	202
2685	8294
145	203
11	203
227	203
1878	204
2397	204
389	204
562	204
1159	204
249	204
605	204
372	204
1590	204
425	204
1522	204
424	204
1881	204
663	204
636	204
895	204
1387	204
769	204
377	204
3858	204
194	204
250	206
531	206
132	206
82	206
43	206
223	206
796	206
342	207
199	207
1012	207
406	207
863	207
697	207
502	207
1120	207
324	207
592	207
768	207
2391	207
453	207
300	207
2323	207
565	207
1695	207
1295	207
1297	207
536	207
1000	207
648	207
1122	207
424	207
393	207
1301	207
491	207
636	207
612	207
369	207
367	207
267	207
881	207
164	207
307	207
1196	208
1120	208
832	208
507	208
697	208
603	208
1110	208
2236	208
1610	208
128	208
1651	208
501	208
246	208
74	208
491	208
