original_user_id	new_user_id
514836	0
631022	1
756736	2
570922	3
339793	4
243841	5
1121861	6
1004483	7
59512	8
544338	9
248674	10
879277	11
481852	12
1009203	13
911393	14
232439	15
309192	16
6771	17
220768	18
1037800	19
461307	20
385725	21
144069	22
634294	23
277639	24
6445	25
131041	26
662106	27
74030	28
888626	29
610332	30
544779	31
1002328	32
62248	33
902627	34
121369	35
910214	36
1118448	37
101229	38
453915	39
952789	40
678479	41
686654	42
474385	43
917538	44
810085	45
893841	46
34990	47
319814	48
627237	49
1097680	50
712216	51
476117	52
524188	53
631399	54
859194	55
409104	56
381975	57
705328	58
606668	59
744546	60
636887	61
549015	62
437009	63
84004	64
148074	65
524206	66
373770	67
629846	68
551880	69
135786	70
577577	71
520161	72
315312	73
404895	74
854712	75
406268	76
384499	77
313860	78
525754	79
33082	80
167379	81
883699	82
713154	83
214278	84
378732	85
553242	86
252271	87
353061	88
830645	89
64035	90
308838	91
163518	92
464294	93
781832	94
426661	95
1055452	96
922721	97
145912	98
992543	99
142793	100
728105	101
205528	102
1098001	103
301604	104
723851	105
229614	106
130516	107
260432	108
220002	109
923299	110
760020	111
429503	112
210561	113
549241	114
1045466	115
840329	116
536083	117
911600	118
253081	119
908028	120
1099321	121
313969	122
165764	123
764680	124
1103408	125
1125166	126
862369	127
394196	128
238230	129
190353	130
457166	131
692869	132
738923	133
127772	134
99822	135
1107008	136
318125	137
718901	138
1014611	139
3277	140
909118	141
468635	142
480779	143
416376	144
614007	145
8004	146
316933	147
800556	148
17940	149
274879	150
173295	151
375011	152
381951	153
730617	154
1130748	155
576968	156
96793	157
1141341	158
657154	159
934036	160
1026199	161
552922	162
246232	163
152106	164
474523	165
55604	166
616584	167
168637	168
966374	169
984225	170
827233	171
776833	172
502806	173
311857	174
411967	175
67779	176
871668	177
327945	178
570434	179
878677	180
1093325	181
543003	182
320429	183
1011802	184
514934	185
109951	186
859637	187
2282	188
1110499	189
1079538	190
318440	191
609876	192
407886	193
654526	194
83692	195
19169	196
288827	197
12606	198
742567	199
400497	200
573199	201
1081033	202
637363	203
457916	204
61036	205
208635	206
940718	207
210454	208
501662	209
327288	210
669595	211
605144	212
253876	213
996805	214
828483	215
425110	216
34180	217
678535	218
663350	219
953489	220
1102028	221
568870	222
61526	223
551463	224
218882	225
1097569	226
456966	227
782462	228
399466	229
10025	230
875354	231
865558	232
494196	233
366302	234
390295	235
284898	236
631446	237
513234	238
115524	239
1130006	240
686003	241
681911	242
511589	243
262645	244
132032	245
341794	246
56098	247
1026427	248
303434	249
857629	250
977121	251
1097869	252
206169	253
754518	254
513053	255
96900	256
1002667	257
635988	258
117978	259
492921	260
826402	261
38731	262
885927	263
682039	264
217843	265
996756	266
516338	267
888653	268
523185	269
201862	270
660913	271
14767	272
978940	273
773882	274
1070566	275
728953	276
321183	277
901692	278
676624	279
805233	280
236734	281
1112319	282
250124	283
27912	284
1118335	285
708780	286
860499	287
729277	288
323309	289
587526	290
736202	291
695597	292
358209	293
650177	294
81748	295
485324	296
394696	297
365224	298
358195	299
138113	300
330298	301
589717	302
736498	303
98117	304
613580	305
619519	306
134419	307
458523	308
1054185	309
514196	310
312658	311
255915	312
1046168	313
1036854	314
774769	315
393024	316
927293	317
59247	318
309928	319
27051	320
1139692	321
385100	322
528875	323
349038	324
1112845	325
180208	326
862993	327
1007028	328
899538	329
494762	330
617187	331
870157	332
686120	333
612982	334
1029362	335
267872	336
545384	337
347150	338
1112705	339
937671	340
240478	341
816971	342
509575	343
191229	344
167096	345
753534	346
80466	347
450932	348
1099358	349
418048	350
441834	351
654188	352
1126421	353
931338	354
471405	355
649508	356
368621	357
224727	358
58934	359
969585	360
850761	361
431107	362
28878	363
237947	364
855971	365
574625	366
232149	367
537651	368
99687	369
210020	370
996877	371
694403	372
1023579	373
435339	374
876991	375
297191	376
366667	377
255853	378
222006	379
1008591	380
825786	381
880211	382
449957	383
905322	384
294547	385
1139773	386
43455	387
908710	388
217392	389
1110232	390
236062	391
23396	392
667152	393
659327	394
1088552	395
454566	396
109760	397
333330	398
551997	399
90709	400
218007	401
249257	402
994371	403
904902	404
797106	405
1112399	406
719615	407
278113	408
843152	409
586089	410
416780	411
295595	412
834286	413
682149	414
507386	415
325880	416
750995	417
198698	418
885408	419
623431	420
146547	421
630996	422
11120	423
679036	424
1080417	425
1061495	426
30796	427
814931	428
799185	429
703486	430
900351	431
989674	432
17760	433
21982	434
607183	435
9646	436
783200	437
28012	438
278675	439
783818	440
480754	441
291636	442
914695	443
685739	444
415343	445
302740	446
593601	447
698582	448
1125508	449
831346	450
782354	451
345133	452
173927	453
570447	454
301749	455
364	456
854029	457
1136515	458
618235	459
154020	460
566889	461
27213	462
463775	463
555849	464
908249	465
170333	466
1131762	467
422585	468
563622	469
1050043	470
965821	471
158945	472
465330	473
530562	474
465221	475
529671	476
249139	477
1071966	478
568671	479
748009	480
355533	481
670372	482
503676	483
414419	484
721697	485
602460	486
380258	487
33476	488
524145	489
764544	490
867716	491
229280	492
225139	493
431573	494
684609	495
865155	496
813380	497
357878	498
283896	499
522892	500
166825	501
155356	502
887143	503
816321	504
664961	505
331194	506
603422	507
384599	508
250023	509
1134731	510
630134	511
763864	512
235872	513
245508	514
718421	515
1030548	516
884505	517
272944	518
240988	519
859001	520
319746	521
870618	522
16828	523
139769	524
127026	525
1009067	526
1049129	527
625548	528
954826	529
552314	530
512423	531
869267	532
328492	533
367917	534
1011017	535
474968	536
757979	537
794152	538
1072816	539
236445	540
26029	541
57960	542
1024260	543
364982	544
41984	545
588551	546
82281	547
984655	548
356903	549
105145	550
535318	551
734808	552
117321	553
8264	554
747529	555
730233	556
20883	557
332668	558
422159	559
32270	560
20408	561
774011	562
591068	563
1116526	564
272355	565
508514	566
493827	567
465209	568
173706	569
517235	570
535708	571
54553	572
928284	573
555021	574
238601	575
