all_mean	week_mean
4.555555555555555	4.396551724137931
4.571428571428571	4.666666666666667
4.5	4.2
5.0	5.0
4.9714285714285715	5.0
5.0	5.0
4.961538461538462	5.0
4.880952380952381	4.833333333333333
5.0	5.0
5.0	5.0
4.777777777777778	4.857142857142857
4.7407407407407405	5.0
4.304347826086956	4.428571428571429
4.176470588235294	4.0
4.25	4.285714285714286
4.909090909090909	4.833333333333333
3.642857142857143	4.0
3.6	3.0
4.4576271186440675	4.3076923076923075
3.0	2.6666666666666665
4.352941176470588	4.0
4.5	4.5
3.533333333333333	2.5
4.176470588235294	4.166666666666667
5.0	5.0
5.0	5.0
5.0	5.0
4.666666666666667	4.555555555555555
5.0	5.0
4.8	4.5
5.0	5.0
4.909090909090909	5.0
4.454545454545454	4.545454545454546
4.957446808510638	4.818181818181818
5.0	5.0
4.444444444444445	4.0
4.3	4.142857142857143
4.944444444444445	4.833333333333333
5.0	5.0
4.875	4.75
5.0	5.0
4.26530612244898	4.173913043478261
4.682170542635659	4.736111111111111
5.0	5.0
5.0	5.0
4.9743589743589745	4.916666666666667
4.84	5.0
4.9655172413793105	5.0
4.9523809523809526	5.0
5.0	5.0
5.0	5.0
5.0	5.0
5.0	5.0
4.8	4.7
4.545454545454546	5.0
3.466666666666667	3.3333333333333335
4.526315789473684	4.714285714285714
5.0	5.0
5.0	5.0
5.0	5.0
5.0	5.0
4.9	4.714285714285714
4.684210526315789	4.666666666666667
4.833333333333333	5.0
4.821428571428571	5.0
4.857142857142857	4.6
4.375	3.75
5.0	5.0
5.0	5.0
4.9411764705882355	5.0
4.182608695652174	4.177777777777778
4.933333333333334	5.0
4.409090909090909	4.333333333333333
4.352941176470588	4.0
4.214285714285714	4.571428571428571
4.857142857142857	5.0
4.944444444444445	5.0
5.0	5.0
4.882352941176471	5.0
5.0	5.0
4.6875	5.0
5.0	5.0
4.9393939393939394	5.0
4.875	5.0
5.0	5.0
4.2727272727272725	4.142857142857143
4.5	3.6
5.0	5.0
4.4375	4.0
4.833333333333333	5.0
5.0	5.0
4.5	4.0
4.9772727272727275	5.0
5.0	5.0
4.8	4.777777777777778
5.0	5.0
4.416666666666667	4.333333333333333
5.0	5.0
4.25	4.8
5.0	5.0
4.222222222222222	4.0
4.4	4.666666666666667
4.964285714285714	4.8
4.5	4.444444444444445
4.454545454545454	4.571428571428571
5.0	5.0
4.666666666666667	4.25
4.666666666666667	4.666666666666667
4.933333333333334	5.0
4.972972972972973	5.0
5.0	5.0
4.583333333333333	3.3333333333333335
4.947368421052632	5.0
4.098360655737705	4.185185185185185
5.0	5.0
4.647058823529412	5.0
4.1415094339622645	4.115384615384615
4.62962962962963	4.666666666666667
4.551724137931035	4.611111111111111
5.0	5.0
4.533333333333333	4.285714285714286
4.3076923076923075	4.2
4.0	4.333333333333333
4.0	3.6666666666666665
5.0	5.0
4.928571428571429	4.9
5.0	5.0
5.0	5.0
4.362962962962963	4.548387096774194
4.7368421052631575	5.0
4.8	4.777777777777778
4.652631578947369	4.5588235294117645
4.75	4.75
5.0	5.0
4.7272727272727275	4.714285714285714
4.75	4.75
5.0	5.0
5.0	5.0
4.333333333333333	4.5
5.0	5.0
3.3333333333333335	3.6666666666666665
4.0	4.0
4.416666666666667	4.25
4.454545454545454	4.0
4.909090909090909	5.0
5.0	5.0
4.875	5.0
4.666666666666667	5.0
4.818181818181818	5.0
5.0	5.0
5.0	5.0
5.0	5.0
4.0	4.0
5.0	5.0
3.7142857142857144	4.0
3.857142857142857	4.0
3.6666666666666665	4.0
4.833333333333333	4.666666666666667
4.333333333333333	5.0
3.235294117647059	4.0
3.9473684210526314	3.6666666666666665
3.926829268292683	4.266666666666667
3.9565217391304346	3.8
4.074074074074074	3.75
3.3684210526315788	3.0
4.111111111111111	4.333333333333333
3.2	3.0
3.6363636363636362	3.75
4.72	4.625
5.0	5.0
4.233333333333333	4.5
5.0	5.0
4.253333333333333	4.2
4.6	4.857142857142857
4.0	3.8285714285714287
3.9743589743589745	3.761904761904762
4.72972972972973	4.7
3.4375	3.25
4.185185185185185	4.142857142857143
4.183098591549296	4.105263157894737
4.3076923076923075	4.153846153846154
4.27536231884058	4.235294117647059
3.5	3.3333333333333335
3.875	3.6
3.260869565217391	2.5714285714285716
3.6774193548387095	3.5185185185185186
4.206896551724138	5.0
5.0	5.0
4.857142857142857	5.0
4.777777777777778	5.0
4.88	5.0
4.636363636363637	5.0
4.9411764705882355	5.0
4.909090909090909	4.75
4.045454545454546	3.875
5.0	5.0
5.0	5.0
3.411764705882353	4.0
4.352941176470588	4.5
4.571428571428571	4.527777777777778
2.825	2.5555555555555554
4.266666666666667	4.1
5.0	5.0
3.857142857142857	3.6666666666666665
4.04	4.0
3.64	2.8
3.9	4.0
4.262295081967213	3.95
3.6666666666666665	3.0
3.6923076923076925	3.25
4.266666666666667	3.6666666666666665
4.222222222222222	4.2
3.2222222222222223	3.3333333333333335
4.416666666666667	4.153846153846154
4.703703703703703	4.8
5.0	5.0
4.888888888888889	4.8
4.125	4.166666666666667
4.571428571428571	4.666666666666667
5.0	5.0
4.392156862745098	4.5
4.857142857142857	4.666666666666667
4.615384615384615	5.0
4.714285714285714	4.5
4.5	4.5
4.55	4.142857142857143
4.301369863013699	4.0588235294117645
5.0	5.0
4.3	4.714285714285714
5.0	5.0
5.0	5.0
3.638888888888889	3.7142857142857144
4.571428571428571	4.5
5.0	5.0
4.875	4.75
3.6	3.6666666666666665
5.0	5.0
4.46969696969697	4.333333333333333
4.333333333333333	4.0
4.333333333333333	3.5
4.5625	4.333333333333333
4.076923076923077	3.6666666666666665
3.375	4.25
4.0	4.333333333333333
3.9130434782608696	4.666666666666667
3.782608695652174	3.5
4.542857142857143	4.428571428571429
4.6	5.0
5.0	5.0
3.5	3.6666666666666665
4.666666666666667	4.6
5.0	5.0
3.1666666666666665	3.375
3.5	4.0
4.827586206896552	4.947368421052632
3.7142857142857144	3.3333333333333335
4.944444444444445	5.0
4.0	4.0
4.777777777777778	5.0
4.166666666666667	4.75
4.384615384615385	4.5
4.857142857142857	5.0
3.111111111111111	3.2
3.5849056603773586	3.409090909090909
4.428571428571429	4.444444444444445
4.642857142857143	4.6
4.866666666666666	5.0
