all_mean	work_mean
4.114713216957606	4.258064516129032
3.5725490196078433	3.3969465648854964
3.0673400673400675	3.4827586206896552
3.948529411764706	3.8640776699029127
2.96	3.642857142857143
3.5833333333333335	3.95
4.199430199430199	4.223140495867769
3.068561872909699	3.136801541425819
3.712962962962963	3.6804123711340204
3.4285714285714284	3.359550561797753
4.347107438016529	4.323076923076923
3.364705882352941	3.3677685950413223
4.046511627906977	4.129032258064516
4.005714285714285	3.9662162162162162
4.172413793103448	4.4375
4.016949152542373	4.035398230088496
3.1025641025641026	3.0344827586206895
4.3125	4.7
3.511111111111111	4.333333333333333
2.7581395348837208	2.698581560283688
3.2149532710280373	3.182795698924731
3.128787878787879	3.6724137931034484
3.347826086956522	2.8125
3.5428571428571427	3.5306122448979593
3.619047619047619	3.8378378378378377
3.401315789473684	3.5405405405405403
4.173913043478261	4.0
3.8448275862068964	4.0
3.3966101694915256	3.451737451737452
3.074074074074074	3.0962199312714778
3.8181818181818183	3.702127659574468
3.9408783783783785	3.8463855421686746
4.021551724137931	3.8983050847457625
3.653927813163482	3.632911392405063
3.5	3.4285714285714284
2.1828793774319064	2.1812227074235806
3.6878048780487807	3.6805896805896805
3.5670289855072466	3.61271676300578
3.9679144385026737	3.991111111111111
4.083333333333333	4.25
4.083932853717027	4.188405797101449
3.3333333333333335	3.2
3.0914285714285716	2.712962962962963
3.677685950413223	3.4456521739130435
3.889294403892944	3.8132854578096946
3.7493403693931397	3.6666666666666665
3.954022988505747	3.8181818181818183
3.652173913043478	3.6778523489932886
3.8545454545454545	3.8932038834951457
4.215686274509804	4.2784810126582276
4.22680412371134	4.177777777777778
4.086363636363636	4.138461538461539
3.4036144578313254	3.406015037593985
4.140845070422535	3.980769230769231
3.2051282051282053	3.2074074074074073
4.0359712230215825	4.010204081632653
3.2460567823343847	3.2443729903536975
4.163461538461538	4.232558139534884
2.8692893401015227	2.864229765013055
3.861244019138756	3.861878453038674
3.937823834196891	3.9245283018867925
3.385996409335727	3.857142857142857
4.040650406504065	4.25
3.696245733788396	3.682242990654206
3.263522884882108	2.813953488372093
4.45	4.588235294117647
3.3350923482849604	3.5365853658536586
2.7264397905759163	2.6966966966966965
3.7654109589041096	3.6494565217391304
4.2835820895522385	4.290322580645161
3.665745856353591	3.625766871165644
4.047138047138047	4.118421052631579
3.25	3.1964285714285716
3.7572815533980584	3.736842105263158
3.4463007159904535	3.5885416666666665
3.3404255319148937	3.6
3.78125	3.7911392405063293
4.111111111111111	4.392857142857143
3.676470588235294	3.640625
3.8035714285714284	3.8036363636363637
3.795918367346939	4.0
3.280314960629921	3.2612419700214135
4.401260504201681	4.408510638297872
3.297872340425532	2.8947368421052633
3.735725938009788	3.7298420615128847
